clip_id,video_path,label,manipulation_type,method,source,target1,target2,race,gender,split
C__id00235__00052_id04564_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (South)\women\id00235\00052_id04564_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id00235,id04564,-,Asian (South),women,train
D__id00566__00032_id08397_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (East)\women\id00566\00032_id08397_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id00566,id08397,-,Asian (East),women,train
D__id00769__00015_id04561_tU_UYY5hSvc_id07165_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (South)\men\id00769\00015_id04561_tU_UYY5hSvc_id07165_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id00769,id04561,UYY5hSvc,Asian (South),men,train
D__id01157__00048_id00292_qELK8N_DykA_id00554_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (European)\men\id01157\00048_id00292_qELK8N_DykA_id00554_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id01157,id00292,DykA,Caucasian (European),men,train
A__id00745__00165,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (South)\men\id00745\00165.mp4,0,RealVideo-RealAudio,real,id00745,-,-,Asian (South),men,train
D__id02493__00073_id03168_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (East)\men\id02493\00073_id03168_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id02493,id03168,-,Asian (East),men,train
A__id00535__00005,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Caucasian (European)\men\id00535\00005.mp4,0,RealVideo-RealAudio,real,id00535,-,-,Caucasian (European),men,train
A__id01717__00005,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\African\men\id01717\00005.mp4,0,RealVideo-RealAudio,real,id01717,-,-,African,men,train
D__id07108__00412_id03599_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (South)\men\id07108\00412_id03599_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id07108,id03599,-,Asian (South),men,train
C__id03816__00093_id00234_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (European)\women\id03816\00093_id00234_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id03816,id00234,-,Caucasian (European),women,train
A__id00694__00340,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Caucasian (European)\men\id00694\00340.mp4,0,RealVideo-RealAudio,real,id00694,-,-,Caucasian (European),men,train
A__id00371__00099,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\African\women\id00371\00099.mp4,0,RealVideo-RealAudio,real,id00371,-,-,African,women,train
D__id00417__00069_id00461_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (South)\women\id00417\00069_id00461_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id00417,id00461,-,Asian (South),women,train
D__id02301__00092_id00829_aMEvVaUBq2Y_faceswap_id00371_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\African\women\id02301\00092_id00829_aMEvVaUBq2Y_faceswap_id00371_wavtolip.mp4,1,FakeVideo-FakeAudio,faceswap-wav2lip,id02301,id00829,faceswap,African,women,train
D__id01048__00160_1_id03678_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\men\id01048\00160_1_id03678_wavtolip.mp4,1,FakeVideo-FakeAudio,faceswap-wav2lip,id01048,1,-,Caucasian (American),men,train
C__id00190__00072_id01075_MtJUiHspdT0,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\women\id00190\00072_id01075_MtJUiHspdT0.mp4,1,FakeVideo-RealAudio,fsgan,id00190,id01075,-,Caucasian (American),women,train
D__id03941__00021_id00287_2NpfYjyMsPM_id00434_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (European)\women\id03941\00021_id00287_2NpfYjyMsPM_id00434_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id03941,id00287,id00434,Caucasian (European),women,train
D__id04927__00013_id00417_GhIZam3v09g_faceswap_id01026_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (South)\women\id04927\00013_id00417_GhIZam3v09g_faceswap_id01026_wavtolip.mp4,1,FakeVideo-FakeAudio,faceswap-wav2lip,id04927,id00417,faceswap,Asian (South),women,train
D__id01044__00336_id01192_kAht8HG7-1s_faceswap_id01172_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\men\id01044\00336_id01192_kAht8HG7-1s_faceswap_id01172_wavtolip.mp4,1,FakeVideo-FakeAudio,faceswap-wav2lip,id01044,id01192,faceswap,Caucasian (American),men,train
D__id00519__00028_id01154_tvmOcaG4A4w_faceswap_id00306_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (European)\men\id00519\00028_id01154_tvmOcaG4A4w_faceswap_id00306_wavtolip.mp4,1,FakeVideo-FakeAudio,faceswap-wav2lip,id00519,id01154,faceswap,Caucasian (European),men,train
C__id08314__00028_id00078_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (South)\men\id08314\00028_id00078_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id08314,id00078,-,Asian (South),men,train
C__id03028__00466_id04687_cSxCV6zdmwo,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (East)\men\id03028\00466_id04687_cSxCV6zdmwo.mp4,1,FakeVideo-RealAudio,fsgan,id03028,id04687,-,Asian (East),men,train
C__id06054__00010_id06462_Nn79kE76MA4,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (East)\women\id06054\00010_id06462_Nn79kE76MA4.mp4,1,FakeVideo-RealAudio,fsgan,id06054,id06462,-,Asian (East),women,train
D__id07108__00412_id00459_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (South)\men\id07108\00412_id00459_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id07108,id00459,-,Asian (South),men,train
A__id05332__00065,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (East)\men\id05332\00065.mp4,0,RealVideo-RealAudio,real,id05332,-,-,Asian (East),men,train
C__id00261__00048_id03605_JGZt9DAhBRs_faceswap,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\women\id00261\00048_id03605_JGZt9DAhBRs_faceswap.mp4,1,FakeVideo-RealAudio,faceswap,id00261,id03605,-,Caucasian (American),women,train
D__id00566__00032_id04414_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (East)\women\id00566\00032_id04414_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id00566,id04414,-,Asian (East),women,train
C__id00431__00039_id01227_eNr-P3gIrgo,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\women\id00431\00039_id01227_eNr-P3gIrgo.mp4,1,FakeVideo-RealAudio,fsgan,id00431,id01227,-,Caucasian (American),women,train
D__id06061__00002_id00363_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (East)\women\id06061\00002_id00363_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id06061,id00363,-,Asian (East),women,train
D__id07108__00412_id06355_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (South)\men\id07108\00412_id06355_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id07108,id06355,-,Asian (South),men,train
A__id03965__00051,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (East)\men\id03965\00051.mp4,0,RealVideo-RealAudio,real,id03965,-,-,Asian (East),men,train
D__id00270__00088_id03858_uKVqPfRf-ac_id00042_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (European)\women\id00270\00088_id03858_uKVqPfRf-ac_id00042_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id00270,id03858,id00042,Caucasian (European),women,train
D__id00366__00118_id01236_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\African\men\id00366\00118_id01236_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id00366,id01236,-,African,men,train
D__id06470__00052_id02332_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (East)\men\id06470\00052_id02332_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id06470,id02332,-,Asian (East),men,train
D__id03816__00093_id00495_E46aiMUC4A0_id03651_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (European)\women\id03816\00093_id00495_E46aiMUC4A0_id03651_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id03816,id00495,id03651,Caucasian (European),women,train
A__id00025__00025,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Caucasian (American)\women\id00025\00025.mp4,0,RealVideo-RealAudio,real,id00025,-,-,Caucasian (American),women,train
D__id02316__00094_id04727_AAnyugIAXao_id01637_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\African\men\id02316\00094_id04727_AAnyugIAXao_id01637_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id02316,id04727,id01637,African,men,train
C__id05434__00052_id03559_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (South)\women\id05434\00052_id03559_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id05434,id03559,-,Asian (South),women,train
C__id03658__00077_id05106_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id03658\00077_id05106_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id03658,id05106,-,African,women,train
A__id03103__00130,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\African\women\id03103\00130.mp4,0,RealVideo-RealAudio,real,id03103,-,-,African,women,train
A__id03889__00052,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (East)\men\id03889\00052.mp4,0,RealVideo-RealAudio,real,id03889,-,-,Asian (East),men,train
C__id00458__00072_id00145_JveyoCdoCuI,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\women\id00458\00072_id00145_JveyoCdoCuI.mp4,1,FakeVideo-RealAudio,fsgan,id00458,id00145,-,Caucasian (American),women,train
C__id04701__00017_id06061_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (East)\women\id04701\00017_id06061_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id04701,id06061,-,Asian (East),women,train
A__id09175__00072,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (East)\women\id09175\00072.mp4,0,RealVideo-RealAudio,real,id09175,-,-,Asian (East),women,train
B__id00944__00135_fake,raw\FakeAVCeleb_v1.2\RealVideo-FakeAudio\African\men\id00944\00135_fake.mp4,1,RealVideo-FakeAudio,rtvc,id00944,fake.mp4,-,African,men,train
D__id00582__00006_id03379_A32nCObAHiI_faceswap_id00935_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (East)\women\id00582\00006_id03379_A32nCObAHiI_faceswap_id00935_wavtolip.mp4,1,FakeVideo-FakeAudio,faceswap-wav2lip,id00582,id03379,faceswap,Asian (East),women,train
A__id00830__00143,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\African\men\id00830\00143.mp4,0,RealVideo-RealAudio,real,id00830,-,-,African,men,train
D__id01597__00005_id01170_7eoTTk4xyNo_id00391_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\African\men\id01597\00005_id01170_7eoTTk4xyNo_id00391_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id01597,id01170,id00391,African,men,train
C__id01238__00037_id01217_7lVC4xEK_6E,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\women\id01238\00037_id01217_7lVC4xEK_6E.mp4,1,FakeVideo-RealAudio,fsgan,id01238,id01217,-,Caucasian (American),women,train
C__id00366__00118_id01920_w9C_knCPD94,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\men\id00366\00118_id01920_w9C_knCPD94.mp4,1,FakeVideo-RealAudio,fsgan,id00366,id01920,-,African,men,train
A__id00332__00293,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Caucasian (European)\women\id00332\00293.mp4,0,RealVideo-RealAudio,real,id00332,-,-,Caucasian (European),women,train
D__id04726__00245_1_id04222_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (East)\men\id04726\00245_1_id04222_wavtolip.mp4,1,FakeVideo-FakeAudio,faceswap-wav2lip,id04726,1,-,Asian (East),men,train
C__id07108__00412_id00745_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (South)\men\id07108\00412_id00745_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id07108,id00745,-,Asian (South),men,train
D__id06061__00002_id06427_dBBAKe2EA_o_id04701_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (East)\women\id06061\00002_id06427_dBBAKe2EA_o_id04701_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id06061,id06427,id04701,Asian (East),women,train
C__id04376__00181_id04547_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id04376\00181_id04547_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id04376,id04547,-,African,women,train
C__id00287__00005_id00068_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (European)\women\id00287\00005_id00068_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id00287,id00068,-,Caucasian (European),women,train
A__id07136__00052,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (South)\women\id07136\00052.mp4,0,RealVideo-RealAudio,real,id07136,-,-,Asian (South),women,train
D__id06752__00221_id05931_bFqu86NV3hk_id04529_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (South)\women\id06752\00221_id05931_bFqu86NV3hk_id04529_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id06752,id05931,id04529,Asian (South),women,train
A__id00581__00010,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Caucasian (European)\women\id00581\00010.mp4,0,RealVideo-RealAudio,real,id00581,-,-,Caucasian (European),women,train
A__id03028__00466,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (East)\men\id03028\00466.mp4,0,RealVideo-RealAudio,real,id03028,-,-,Asian (East),men,train
D__id00777__00160_id00708_Dzmb0FH1xBc_id01105_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\men\id00777\00160_id00708_Dzmb0FH1xBc_id01105_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id00777,id00708,id01105,Caucasian (American),men,train
C__id06752__00221_id00488_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (South)\women\id06752\00221_id00488_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id06752,id00488,-,Asian (South),women,train
C__id07165__00368_id07163_aO7f_YmkQnc,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (South)\men\id07165\00368_id07163_aO7f_YmkQnc.mp4,1,FakeVideo-RealAudio,fsgan,id07165,id07163,-,Asian (South),men,train
C__id02508__00083_id00707_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id02508\00083_id00707_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id02508,id00707,-,African,women,train
D__id00769__00015_id00773_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (South)\men\id00769\00015_id00773_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id00769,id00773,-,Asian (South),men,train
D__id03858__00092_id00495_E46aiMUC4A0_id03649_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (European)\women\id03858\00092_id00495_E46aiMUC4A0_id03649_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id03858,id00495,id03649,Caucasian (European),women,train
C__id01528__00017_id00478_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\men\id01528\00017_id00478_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id01528,id00478,-,African,men,train
B__id03649__00001_fake,raw\FakeAVCeleb_v1.2\RealVideo-FakeAudio\Caucasian (European)\women\id03649\00001_fake.mp4,1,RealVideo-FakeAudio,rtvc,id03649,fake.mp4,-,Caucasian (European),women,train
D__id00042__00028_id00330_zCFFgGSIZ_s_id00484_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (European)\women\id00042\00028_id00330_zCFFgGSIZ_s_id00484_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id00042,id00330,id00484,Caucasian (European),women,train
A__id02365__00028,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (East)\men\id02365\00028.mp4,0,RealVideo-RealAudio,real,id02365,-,-,Asian (East),men,train
C__id07051__00083_id05434_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (South)\women\id07051\00083_id05434_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id07051,id05434,-,Asian (South),women,train
D__id04582__00180_id06268_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (South)\women\id04582\00180_id06268_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id04582,id06268,-,Asian (South),women,train
D__id03605__00048_2_id01075_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id03605\00048_2_id01075_wavtolip.mp4,1,FakeVideo-FakeAudio,faceswap-wav2lip,id03605,2,-,Caucasian (American),women,train
D__id01044__00336_id01210_sMdOO7NqsGY_id00777_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\men\id01044\00336_id01210_sMdOO7NqsGY_id00777_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id01044,id01210,id00777,Caucasian (American),men,train
D__id08613__00074_id02332_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (East)\men\id08613\00074_id02332_wavtolip.mp4,1,FakeVideo-FakeAudio,faceswap-wav2lip,id08613,id02332,-,Asian (East),men,train
A__id04057__00015,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (East)\women\id04057\00015.mp4,0,RealVideo-RealAudio,real,id04057,-,-,Asian (East),women,train
D__id06753__00021_id07463_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (South)\men\id06753\00021_id07463_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id06753,id07463,-,Asian (South),men,train
C__id03897__00021_id05435_OvX-Jv_whcU,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (South)\women\id03897\00021_id05435_OvX-Jv_whcU.mp4,1,FakeVideo-RealAudio,fsgan,id03897,id05435,-,Asian (South),women,train
A__id01215__00001,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (East)\men\id01215\00001.mp4,0,RealVideo-RealAudio,real,id01215,-,-,Asian (East),men,train
D__id00739__00005_id00417_GhIZam3v09g_id00043_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (South)\women\id00739\00005_id00417_GhIZam3v09g_id00043_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id00739,id00417,id00043,Asian (South),women,train
D__id07463__00028_id04562_qio_Gs7wjvY_id04554_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (South)\men\id07463\00028_id04562_qio_Gs7wjvY_id04554_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id07463,id04562,Gs7wjvY,Asian (South),men,train
A__id06225__00005,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (East)\women\id06225\00005.mp4,0,RealVideo-RealAudio,real,id06225,-,-,Asian (East),women,train
D__id00458__00072_id01005_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00458\00072_id01005_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id00458,id01005,-,Caucasian (American),women,train
A__id00103__00241,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (South)\men\id00103\00241.mp4,0,RealVideo-RealAudio,real,id00103,-,-,Asian (South),men,train
A__id04561__00248,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (South)\men\id04561\00248.mp4,0,RealVideo-RealAudio,real,id04561,-,-,Asian (South),men,train
D__id06066__00028_id00363_XNRwEZtddRk_id08139_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (East)\women\id06066\00028_id00363_XNRwEZtddRk_id08139_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id06066,id00363,id08139,Asian (East),women,train
D__id06470__00052_id03889_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (East)\men\id06470\00052_id03889_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id06470,id03889,-,Asian (East),men,train
A__id00752__00340,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Caucasian (American)\women\id00752\00340.mp4,0,RealVideo-RealAudio,real,id00752,-,-,Caucasian (American),women,train
C__id02948__00298_id05106_ZnnDdjlABM4,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id02948\00298_id05106_ZnnDdjlABM4.mp4,1,FakeVideo-RealAudio,fsgan,id02948,id05106,-,African,women,train
A__id08397__00167,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (East)\women\id08397\00167.mp4,0,RealVideo-RealAudio,real,id08397,-,-,Asian (East),women,train
C__id00732__00118_id00103_qpTVaP4y5DQ,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (South)\men\id00732\00118_id00103_qpTVaP4y5DQ.mp4,1,FakeVideo-RealAudio,fsgan,id00732,id00103,-,Asian (South),men,train
A__id00042__00028,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Caucasian (European)\women\id00042\00028.mp4,0,RealVideo-RealAudio,real,id00042,-,-,Caucasian (European),women,train
C__id00100__00028_id00261_gYQ5Scz5FnA,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\women\id00100\00028_id00261_gYQ5Scz5FnA.mp4,1,FakeVideo-RealAudio,fsgan,id00100,id00261,-,Caucasian (American),women,train
C__id00306__00015_id01058_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (European)\men\id00306\00015_id01058_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id00306,id01058,-,Caucasian (European),men,train
D__id03599__00072_id04554_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (South)\men\id03599\00072_id04554_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id03599,id04554,-,Asian (South),men,train
C__id00374__00311_id03620_YkXM5A8w07E,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (European)\women\id00374\00311_id03620_YkXM5A8w07E.mp4,1,FakeVideo-RealAudio,fsgan,id00374,id03620,-,Caucasian (European),women,train
C__id07051__00083_id07377_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (South)\women\id07051\00083_id07377_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id07051,id07377,-,Asian (South),women,train
A__id00305__00113,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Caucasian (European)\men\id00305\00113.mp4,0,RealVideo-RealAudio,real,id00305,-,-,Caucasian (European),men,train
C__id00190__00072_id00418_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\women\id00190\00072_id00418_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id00190,id00418,-,Caucasian (American),women,train
A__id00166__00010,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\African\men\id00166\00010.mp4,0,RealVideo-RealAudio,real,id00166,-,-,African,men,train
A__id00272__00195,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Caucasian (American)\women\id00272\00195.mp4,0,RealVideo-RealAudio,real,id00272,-,-,Caucasian (American),women,train
C__id00371__00099_id04939_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00371\00099_id04939_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id00371,id04939,-,African,women,train
C__id00842__00043_id03781_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\women\id00842\00043_id03781_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id00842,id03781,-,Caucasian (American),women,train
C__id03605__00048_id01004_867Wlj7Gw68,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\women\id03605\00048_id01004_867Wlj7Gw68.mp4,1,FakeVideo-RealAudio,fsgan,id03605,id01004,-,Caucasian (American),women,train
C__id03897__00021_id07136_4e43eS5p3_M,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (South)\women\id03897\00021_id07136_4e43eS5p3_M.mp4,1,FakeVideo-RealAudio,fsgan,id03897,id07136,-,Asian (South),women,train
C__id00098__00004_id00098_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\women\id00098\00004_id00098_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id00098,id00098,-,Caucasian (American),women,train
D__id04726__00245_0_id02553_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (East)\men\id04726\00245_0_id02553_wavtolip.mp4,1,FakeVideo-FakeAudio,faceswap-wav2lip,id04726,0,-,Asian (East),men,train
D__id02948__00298_id02586_dEYzYDsbAeo_id01783_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\African\women\id02948\00298_id02586_dEYzYDsbAeo_id01783_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id02948,id02586,id01783,African,women,train
D__id00097__00162_id00428_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00097\00162_id00428_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id00097,id00428,-,Caucasian (American),women,train
D__id01123__00072_id00292_qELK8N_DykA_id00063_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (European)\men\id01123\00072_id00292_qELK8N_DykA_id00063_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id01123,id00292,DykA,Caucasian (European),men,train
A__id02310__00139,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (South)\women\id02310\00139.mp4,0,RealVideo-RealAudio,real,id02310,-,-,Asian (South),women,train
D__id00235__00052_id05434_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (South)\women\id00235\00052_id05434_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id00235,id05434,-,Asian (South),women,train
